trackName,endTime,artistName,msPlayed,uri,duracion_ms,popularidad,danceability,Nombre
The Greatest Show,2022-08-10 20:27,Hugh Jackman,302146,4ylWMuGbMXNDgDd8lErEle,302146,73,0.417,Olivia
The Other Side,2022-06-11 03:54,Hugh Jackman,676394,2cKovq3l6OJjhVVDbVKOsr,214373,73,0.638,Olivia
There's Nothing Holdin' Me Back,2022-08-09 16:21,Shawn Mendes,199440,7JJmb5XwzOO8jgpou264Ml,199440,88,0.866,Olivia
This Is Me,2022-06-11 03:58,Keala Settle,469412,45aBsnKRWUzhwbcqOJLwfe,234706,75,0.284,Olivia
This Town,2022-09-18 12:28,Niall Horan,2469220,0qvzXomUDJVaUboy2wMfiS,232852,81,0.677,Olivia
"Tiago PZK: Bzrp Music Sessions, Vol. 48",2022-06-04 20:16,Bizarrap,2335998,2Gq636OOGgxCTqEuzCZhsa,160000,10,0.656,Olivia
Todo se transforma,2022-07-01 18:40,Jorge Drexler,1302876,4YEU9N2XAE0DfUwxWI5ijA,217146,65,0.761,Olivia
"Trueno: Bzrp Freestyle Sessions, Vol. 6",2022-07-03 16:21,Bizarrap,1542273,1DckcUSLpCfYsD1htu4JnF,199391,0,0.778,Olivia
"Trueno: Bzrp Music Sessions, Vol. 16",2022-11-28 18:47,Bizarrap,476949,7ouulWlZPefmEIGYWNyiPH,158983,62,0.726,Olivia
"Tumbando el Club (feat. C.R.O, Obiewanshot, YSY A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix",2022-08-27 03:54,Neo Pistea,24798,0OWcpVA83HI8Pb5DybDuoX,456939,68,0.882,Olivia
Two Ghosts,2022-10-17 22:29,Harry Styles,11545,4B1rpPmQXwj78wk6aIGwwU,229813,73,0.386,Olivia
Two of Us,2022-10-15 20:40,Louis Tomlinson,1927,3fd5jcZKAzoiivM4ZDwhyU,217855,51,0.614,Olivia
ULTRA SOLO,2022-06-22 16:25,Polimá Westcoast,262801,0OTNHGKcqQbk51bOYe462Y,227220,78,0.802,Olivia
Una Vela,2022-08-27 03:51,Intoxicados,288019,5TQlPe23rDgLkgbpEgWUnI,273280,55,0.821,Olivia
Unfollow,2022-11-07 20:00,Duki,401649,7hQ7cmGKutObir5aHjkHPH,201120,41,0.536,Olivia
Upside Down,2023-04-01 11:45,Jack Johnson,209546,3vzT5SNVL3vaDeAgnG9QhF,169386,42,0.666,Olivia
VISTA AL MAR,2022-09-19 14:02,Quevedo,17339487,7iwJOi3hlMqZt6pj1sQOBj,180672,79,0.759,Olivia
Vacation,2022-08-09 13:39,Dirty Heads,388339,7cdy4PbCdDZZNjyxoZyE0c,209721,67,0.736,Olivia
Venganza,2022-09-14 14:09,No Te Va Gustar,39298,0QBMEboyu2DxFTKGbI5nl7,202376,59,0.51,Olivia
Vida Gangster,2023-02-02 19:14,Lauty Gram,928,4I4FFtKZLtyqw4he9pPtL7,170058,81,0.693,Olivia
Viernes 13,2022-10-03 20:11,KAKTOV,2461,36ZEFaqp4vVd8VYhvvO4oK,177299,60,0.452,Olivia
Volando - Remix,2022-10-15 20:02,Mora,7102311,0G2zPzWqVjR68iNPmx2TBe,273474,81,0.659,Olivia
Vámonos,2023-02-26 00:16,Benjamín Amadeo,165503,4Uc8YalUCcHZtZK25oB4Fy,142212,43,0.501,Olivia
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),2022-11-04 17:40,Shakira,202626,2Cd9iWfcOpGDHLz6tVA3G4,202626,22,0.766,Olivia
Walking in the Wind,2023-04-01 14:05,One Direction,202640,1ZycJRpLOazlLcoFGxGROO,202640,70,0.687,Olivia
Wapo Traketero,2022-09-06 16:13,Nicki Nicole,1264201,5ctNuquTVDsfMb9jKzsYu0,181000,63,0.759,Olivia
Waves,2022-10-17 21:50,The 502s,136378,5YxjqAmJlVfUbhQwubexkQ,190053,0,0.739,Olivia
What Do I Know?,2022-11-04 17:05,Ed Sheeran,237333,2pJZ1v8HezrAoZ0Fhzby92,237333,70,0.838,Olivia
When I Grow Up,2023-02-28 20:19,Matilda the Musical Original Cast,32507,58CDpvUvFA50aSER3RDghv,246200,0,0.68,Olivia
Ya No Más,2022-10-17 21:18,Fer Palacio,14303,4JmQQuj05sQD6hMfKFzcoR,161034,54,0.679,Olivia
YaMeFui,2022-07-12 21:15,Bizarrap,1169054,42ahuAFlYGjIGBpVdHcLij,182594,69,0.785,Olivia
Zafar,2022-06-23 21:51,La Vela Puerca,4721218,0ZYcjnsXrs7BxWGnU0uVeV,262000,0,0.664,Olivia
bad guy,2023-04-01 13:38,Billie Eilish,194087,2Fxmhks0bxGSBdJ92vM42m,194087,85,0.701,Olivia
qué le pasa conmigo?,2023-04-25 23:59,Nicki Nicole,565580,4TrYGTVgWOe2s3ZPn5qFTa,167251,82,0.833,Olivia
