endTime,artistName,trackName,msPlayed
2022-12-25 16:34,One Direction,Over Again,182040
2022-12-25 16:37,Julia Michaels,What A Time (feat. Niall Horan),173306
2022-12-25 16:39,Olivia Rodrigo,good 4 u,147023
2022-12-25 16:43,Zoe Wees,Control,230880
2022-12-25 16:46,ROSIE,Never the 1,171960
2022-12-25 16:50,Vancouver Sleep Clinic,Someone To Stay,254013
2022-12-25 16:53,Sleeping At Last,"July 22, 2020: C / 2020 F3 - Comet Neowise",184645
2022-12-25 16:56,Anson Seabra,"It's Raining, It's Pouring",183089
2022-12-25 17:00,Hailee Steinfeld,Wrong Direction,14179
2022-12-25 17:00,P!nk,Try,247906
2022-12-25 17:04,Selena Gomez,Lose You To Love Me,206458
2022-12-25 17:07,Sabrina Carpenter,Skin,177500
2022-12-25 17:10,Ryn Weaver,Pierre,202733
2022-12-25 17:13,Leyla Blue,What A Shame,177200
2022-12-25 17:17,Olivia Rodrigo,drivers license,242013
2022-12-25 17:20,Matt Landi,"Oh Man, What a View!",203000
2022-12-25 17:24,Niall Horan,This Town,232852
2022-12-25 17:27,Caleb Hearn,Always Be 2.0,165000
2022-12-25 17:30,Anson Seabra,Walked Through Hell,216864
2022-12-25 19:39,Sara Kays,Remember That Night?,144736
2022-12-25 19:43,Olivia O'Brien,Complicated,8546
2022-12-25 19:43,Demi Lovato,Skyscraper,2794
2022-12-25 19:43,Ron Pope,A Drop in the Ocean,220239
2022-12-25 19:43,Little Mix,Secret Love Song (feat. Jason Derulo),981
2022-12-25 19:43,One Direction,Perfect,917
2022-12-25 19:43,Zara Larsson,Never Forget You,1088
2022-12-25 19:47,Anson Seabra,Walked Through Hell,216864
2022-12-25 19:50,Dean Lewis,Half A Man,179120
2022-12-25 19:53,High School Musical Cast,Can I Have This Dance,5973
2022-12-25 19:53,Bebe Rexha,Knees,5490
2022-12-25 19:53,Clean Bandit,I Miss You (feat. Julia Michaels) - Acoustic,216294
2022-12-25 19:54,Halsey,Sorry,9813
2022-12-25 19:57,James Arthur,Falling Like The Stars,212720
2022-12-25 20:00,Taylor Swift,Crazier,191946
2022-12-25 20:03,Zara Larsson,I Can't Fall in Love Without You,180640
2022-12-25 20:06,Christopher Wilde,Hero (Unplugged),153040
2022-12-25 20:06,Calum Scott,Dancing On My Own,35760
2022-12-25 20:06,Little Mix,"Secret Love Song, Pt. II",8277
2022-12-25 20:06,Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),2218
2022-12-25 20:07,Ziv Zaifman,A Million Dreams,0
2022-12-25 20:11,Tom Odell,Another Love,244360
2022-12-25 20:14,Pentatonix,Can't Help Falling In Love,178200
2022-12-25 20:18,The Fray,You Found Me,241853
2022-12-25 20:21,High School Musical Cast,"Right Here, Right Now",235733
2022-12-25 20:25,David Bisbal,Diez Mil Maneras,213060
2022-12-25 20:28,Joel Adams,Please Don't Go,210580
2022-12-25 20:32,Ed Sheeran,All of the Stars,234986
2022-12-25 20:36,Zac Efron,Rewrite The Stars,217440
2022-12-25 20:39,P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",182922
2022-12-25 20:39,Zac Efron,Gotta Go My Own Way,4266
2022-12-25 20:42,Taylor Swift,Wildest Dreams,220440
2022-12-25 20:46,Lord Huron,The Night We Met,208211
2022-12-25 20:51,Emeli Sandé,"Read All About It, Pt. III",283706
2022-12-25 20:54,Arnau Griso,Para que el mundo lo vea - Acústico,220206
2022-12-25 20:57,James Arthur,Can I Be Him,161457
2022-12-26 04:21,James Arthur,Can I Be Him,85438
2022-12-26 04:25,Auburn,Perfect Two,233628
2022-12-26 04:29,Sleeping At Last,Already Gone,243007
2022-12-26 04:33,Ed Sheeran,Supermarket Flowers,221106
2022-12-26 04:36,Jaymes Young,Happiest Year,228442
2022-12-26 04:39,Kurt Hugo Schneider,Dusk Till Dawn,189500
2022-12-26 11:53,Lewis Capaldi,Before You Go,138502
2022-12-26 11:57,Morat,El Embrujo,238780
2022-12-26 12:00,Morat,Mi Vida Entera,5802
2022-12-26 12:00,Morat,"Yo Contigo, Tú Conmigo - The Gong Gong Song / El Tema De La Película ""Gru 3 Mi Villano Favorito""",179280
2022-12-26 12:00,Morat,Punto Y Aparte,4778
2022-12-26 12:00,Morat,Ya No Estás Tú,9750
